title,text,rating,rating_number,image_url,description,clean_text
Ballroom Dancing Mastery System: Beginner's Guide to Ballroom Dance,"When I accepted a review sample of this set I was more interested in learning how to better support dancers as a musician than how to dance. What surprised me was how I got drawn into the instruction and had I had a willing partner I would have explored these lessons as a dancer as well.<br /><br />Since others and the product description over the contents I am going to bypass that and give my own perspective through the lens of a musician.<br /><br />What I love is how thoroughly the instructors dissect each dance. You are shown each step and movement (and the dance itself) from the lead partners perspective, the following partner, and also with and without music. Moreover, the dances are discussed from the context of social and competitive dancing, and each is vastly different.<br /><br />The music used was my main interest. It is not strong dance music with a heavy beat, but orchestra fare with a more subtle groove (pulse would be a better word.) For me as a musician (and especially a drummer) this aspect was illuminating. I was able to understand where to place beats and accents to support various dance styles. Especially 3/4 time where the waltz lessons proved to be the most valuable from the entire set.<br /><br />Basically, I am confident that I can learn some basic moves from this DVD (I was tempted a few times to find a victim, er, volunteer). However, as a musician who normally plays for listening audiences and occasionally for dance groups this set has proven invaluable.",4.1,173.0,"{'thumb': 'https://m.media-amazon.com/images/I/51oy-0gMR1L._SX38_SY50_CR,0,0,38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/51oy-0gMR1L.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/91hbo+bCfSL._SL1500_.jpg'}",[],when i accepted a review sample of this set i was more interested in learning how to better support dancers as a musician than how to dance what surprised me was how i got drawn into the instruction and had i had a willing partner i would have explored these lessons as a dancer as wellbr br since others and the product description over the contents i am going to bypass that and give my own perspective through the lens of a musicianbr br what i love is how thoroughly the instructors dissect each dance you are shown each step and movement and the dance itself from the lead partners perspective the following partner and also with and without music moreover the dances are discussed from the context of social and competitive dancing and each is vastly differentbr br the music used was my main interest it is not strong dance music with a heavy beat but orchestra fare with a more subtle groove pulse would be a better word for me as a musician and especially a drummer this aspect was illuminating i was able to understand where to place beats and accents to support various dance styles especially 34 time where the waltz lessons proved to be the most valuable from the entire setbr br basically i am confident that i can learn some basic moves from this dvd i was tempted a few times to find a victim er volunteer however as a musician who normally plays for listening audiences and occasionally for dance groups this set has proven invaluable
The Chronicles of Narnia: Prince Caspian [Blu-ray],Like watching this movie when I want to,4.7,8727.0,"{'thumb': 'https://m.media-amazon.com/images/I/51nXfhm406L._SX38_SY50_CR,0,0,38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/51nXfhm406L.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/91hywLzy-tL._SL1500_.jpg'}","[""The magical world of C.S. Lewis' beloved fantasy comes to life once again in PRINCE CASPIAN, the second installment of THE CHRONICLES OF NARNIA series. And in Disney Blu-ray, Narnia's sights and sounds are more stunning than ever. Join Peter, Susan, Edmund, Lucy, the mighty and majestic Aslan, friendly new Narnian creatures and Prince Caspian as they lead the Narnians on a remarkable journey to restore peace and glory to their enchanted land. Continuing the adventure of THE LION, THE WITCH AND THE WARDROBE with more magic and a brand-new hero, PRINCE CASPIAN is a triumph of imagination, courage, love, joy and humor your whole family will want to watch again and again. It'll take your breath away like never before in Blu-ray(TM) High Definition. The Chronicles of Narnia, Narnia, and all other book titles, characters and locales original thereto are trademarks of C.S. Lewis Pte Ltd. and are used with permission. (c) Disney/Walden""]",like watching this movie when i want to
Until September,"This is a great woman's romance movie.  Well cast and well acted., the dialogue is very real, and the main actor Thierry is so gorgeous to look at.<br />We all would wish to be stranded in Paris with him!!!",4.1,203.0,"{'thumb': 'https://m.media-amazon.com/images/I/511Ngo36etL._SX38_SY50_CR,0,0,38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/511Ngo36etL.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/A1SZ2xcLVeL._SL1500_.jpg'}","[""Mo Alexander's bad luck is that she misses the plane in Paris carrying her tour group and her luggage. On top of this, she finds that it will take several days for the travel agent to work out the problem. In the meantime, Mo meets Xavier, a true Parisian, who sees Mo as an opportunity to enjoy himself while his family is out of town. Mo reluctantly begins an affair with him, and finds herself wrestling with her conscience. For Xavier, Mo is a challenge to his cultural identity making it difficult to dismiss her. They enjoy a beautiful physical and emotional relationship, and in the end, being in love with Mo has the ability alter Xavier on a fundamental level.""]",this is a great womans romance movie well cast and well acted the dialogue is very real and the main actor thierry is so gorgeous to look atbr we all would wish to be stranded in paris with him
Interstellar (Blu-ray + DVD Combo Pack),"Excellent film that absolutely blew me away.  Upon second and third watches the first hour is slow and drags a bit, but the film is an experience that will leave people spellbound.  I highly suggest watching on a very large TV with good surround for full effect. Chris Nolan is brilliant.",4.7,98269.0,"{'thumb': 'https://m.media-amazon.com/images/I/51VOvLM93yL._SX38_SY50_CR,0,0,38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/51VOvLM93yL.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/91UMpWgj05L._SL1500_.jpg'}","['With our time on Earth coming to an end, a team of explorers undertakes the most important mission in human history; traveling beyond this galaxy to discover whether mankind has a future among the stars.']",excellent film that absolutely blew me away upon second and third watches the first hour is slow and drags a bit but the film is an experience that will leave people spellbound i highly suggest watching on a very large tv with good surround for full effect chris nolan is brilliant
Just Cause (Snap Case) [DVD],"In 1986, in Ochopee, Florida, 11-year-old Joanie Shriver is kidnapped, raped, and murdered. Bobby Earl Ferguson is arrested by officers Tanny Brown and J. T. Wilcox, who proceed to beat Bobby into confessing to the murder. Bobby is placed on trial, where Bobby's defense attorney McNair puts up a lousy defense for Bobby, and Bobby is sentenced to be executed. Now, eight years later, Bobby hands a letter to his grandmother Evangeline and asks Evangeline to go to Cambridge, Massachusetts, to hire Harvard law professor Paul Armstrong to clear Bobby's name. At Harvard, Paul is attacking capital punishment in a campus debate, when Evangeline arrives and hands the letter to Paul. Paul goes home, where his wife Laurie is throwing a birthday party for their young daughter Katey. Laurie reads the letter and she encourages Paul to take the case, even though he hasn't practiced law in 25 years. Paul, Laurie, and Katey head to Florida, where Paul meets Bobby in the prison. Bobby tells Paul his side of the story and what Tanny and Wilcox did. Paul begins to believe that Bobby was railroaded. Bobby tells Paul to speak to Blair Sullivan, a man who is also on death row. Blair gives Paul some clues that could prove Bobby's innocence,  and Blair's own guilt. But in the process of trying to clear Bobby, Paul learns some disturbing truths about Bobby, putting Paul and his family in a fight for their lives. ""Just Cause"" is a psychological thriller about the American justice system in general, and capital punishment in particular. There are several plot twists which will surprise you, and towards the end of the movie, the action really starts to set in. Sean Connery is reliable as the stout, solid professor Armstrong, and as the centerpiece of the movie, he is totally convincing. But as the dubious police officer Tanny Brown, it is Laurence Fishburne who truly excels.  A solid thriller that delivers the goods.",4.6,1932.0,"{'thumb': 'https://m.media-amazon.com/images/I/51XBEVCNY9L._SX38_SY50_CR,0,0,38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/51XBEVCNY9L.jpg', 'variant': 'MAIN', 'hi_res': None}","['Product description', 'A law professor is drawn into appealing the case of a deathrow inmate who may have been railroaded into a conviction by vindictive cops.', 'Genre:', 'Feature Film-Drama', 'Rating:', 'R', 'Release Date:', '8-FEB-2005', 'Media Type:', 'DVD', 'Amazon.com', 'Just Cause', 'is a film that relies on phony plot twists and steals openly from any other thriller that it can remember. If there was a drinking game requiring players to drink during every cinematic ""homage,"" you\'d be tanked after', 'Just Cause', ""'s first 45\xa0minutes. Take one case of racial injustice, place it in an exotic, exquisitely photographed location (the Florida Everglades), and bring in an outsider, played by a bankable star, to save the day. Make sure nothing appears as it seems. Add a couple of plot twists, some over-the-top character actors (Ed Harris, shamelessly riffing on Hannibal Lecter), stir, and serve. The big name in this case is Sean Connery, who plays a Harvard law professor summoned to the swamps by an apparently innocent death row inmate (Blair Underwood), who swears he didn't rape and kill that 11-year-old girl. He says he confessed because maverick psycho-cop Tanny Brown (Laurence Fishburne) made him play a solo game of Russian roulette. He says his Serial-killer neighbor on death row (Harris) committed the crime. Connery buys it, the audience buys it, and how could they not? Director Arne Glimcher (who made the lackluster"", 'Mambo Kings', ') coerces everyone with simplistic plot manipulations. Characters are given no depth, and the actors are pawns moved about like pieces on a Clue gameboard.', '--Dave McCoy']",in 1986 in ochopee florida 11yearold joanie shriver is kidnapped raped and murdered bobby earl ferguson is arrested by officers tanny brown and j t wilcox who proceed to beat bobby into confessing to the murder bobby is placed on trial where bobbys defense attorney mcnair puts up a lousy defense for bobby and bobby is sentenced to be executed now eight years later bobby hands a letter to his grandmother evangeline and asks evangeline to go to cambridge massachusetts to hire harvard law professor paul armstrong to clear bobbys name at harvard paul is attacking capital punishment in a campus debate when evangeline arrives and hands the letter to paul paul goes home where his wife laurie is throwing a birthday party for their young daughter katey laurie reads the letter and she encourages paul to take the case even though he hasnt practiced law in 25 years paul laurie and katey head to florida where paul meets bobby in the prison bobby tells paul his side of the story and what tanny and wilcox did paul begins to believe that bobby was railroaded bobby tells paul to speak to blair sullivan a man who is also on death row blair gives paul some clues that could prove bobbys innocence and blairs own guilt but in the process of trying to clear bobby paul learns some disturbing truths about bobby putting paul and his family in a fight for their lives just cause is a psychological thriller about the american justice system in general and capital punishment in particular there are several plot twists which will surprise you and towards the end of the movie the action really starts to set in sean connery is reliable as the stout solid professor armstrong and as the centerpiece of the movie he is totally convincing but as the dubious police officer tanny brown it is laurence fishburne who truly excels a solid thriller that delivers the goods
When Calls the Heart - Lost & Found DVD,Bought the whole series.  Good story.,4.7,135.0,"{'thumb': 'https://m.media-amazon.com/images/I/51fRTQWPSuL._SX38_SY50_CR,0,0,38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/51fRTQWPSuL.jpg', 'variant': 'MAIN', 'hi_res': None}","['<div id=""tag_description""> Inspired by the best-selling series by Janette Oke </div>', '“When Calls the Heart” tells the captivating story of Elizabeth Thatcher (Erin Krakow), a young teacher accustomed to her high society life, who receives her first classroom assignment in Coal Valley, a small coalmining town where life is simple, but often fraught with challenges. Lori Loughlin plays Abigail Stanton, a wife and mother whose husband, the foreman of the mine, along with a dozen other miners, has just been killed in an explosion.', 'The newly widowed women find their faith is tested when they must go to work in the mines to keep a roof over their heads. Elizabeth charms most everyone in Coal Valley, except Constable Jack Thornton (Daniel Lissing) who believes Thatcher’s wealthy father has doomed the lawman’s career by insisting he be assigned in town to protect the shipping magnate’s daughter. Living in a 19th century coal town, Elizabeth will have to learn the ways of the frontier if she wishes to thrive in the rural west on her own.', 'The series is inspired by Janette Oke’s bestselling book series about the Canadian West, and reunites Oke with Executive Producer and Director, Michael Landon, Jr.']",bought the whole series good story
The Martian,A solid enjoyable  & uplifting ( no pun intended) film.,4.8,46146.0,"{'thumb': 'https://m.media-amazon.com/images/I/51pSxH8tGRL._SX38_SY50_CR,0,0,38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/51pSxH8tGRL.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/91LfVESft8L._SL1500_.jpg'}","['During a manned mission to Mars, Astronaut Mark Watney (Matt Damon) is presumed dead after a fierce storm and left behind by his crew. But Watney has survived and finds himself stranded and alone on the hostile planet. With only meager supplies, he must draw upon his ingenuity, wit and spirit to subsist and find a way to signal to Earth that he is alive. Millions of miles away, NASA and a team of international scientists work tirelessly to bring ""the Martian"" home, while his crewmates concurrently plot a daring, if not impossible rescue mission. As these stories of incredible bravery unfold, the world comes together to root for Watney\'s safe return. Based on a best-selling novel, and helmed by master director Ridley Scott, THE MARTIAN features a star studded cast that includes Jessica Chastain, Kristen Wiig, Kate Mara, Michael Peña, Jeff Daniels, Chiwetel Ejiofor, and Donald Glover.']",a solid enjoyable uplifting no pun intended film
The Odd Life of Timothy Green,"A heart-felt story of a couple who wish for the best in their child. I highly recommend these lessons learned for not only parents, but also children of all ages.",4.6,2977.0,"{'thumb': 'https://m.media-amazon.com/images/I/41HuzT+mJ4L._SX38_SY50_CR,0,0,38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/41HuzT+mJ4L.jpg', 'variant': 'MAIN', 'hi_res': None}","['Product Description', ""Disney brings enchantment home with THE ODD LIFE OF TIMOTHY GREEN, an inspiring, magical story for the whole family starring Jennifer Garner. Cindy (Garner) and Jim Green are a happily married couple who can't wait to start a family but can only dream about what their child would be like. When young Timothy shows up on their doorstep one stormy night, Cindy and Jim -- and their small town of Stanleyville -- learn that sometimes the unexpected can bring some of life's greatest gifts. From Academy Award(R)-nominated director/writer Peter Hedges (ABOUT A BOY, Best Adapted Screenplay, 2002; DAN IN REAL LIFE; WHAT'S EATING GILBERT GRAPE) -- and complete with engaging bonus features -- it's a heartwarming celebration of family as only Disney can deliver."", 'Amazon.com', 'To purge their grief at failing to conceive, Cindy (Jennifer Garner) and Jim (Joel Edgerton,', 'Animal Kingdom', "") write down all the attributes they wish for in a child, put them in a box, and bury them in the garden. That night, a boy smeared with dirt, with leaves sprouting from his legs, appears in their house and says his name is Timothy. Thus begins a fable that's sort of about uniqueness and conformity, as Timothy's magical nature proceeds to hearten the lives of everyone he encounters--including a young girl with her own secret, the stern woman who owns their town's pencil factory (Dianne Wiest), and Jim's gruff, emotionally distant dad (David Morse,"", 'The Green Mile', ""). What the movie is really about is Cindy and Jim learning to be better parents by working through their own childhood issues (Cindy always felt overshadowed by her sister; Jim felt abandoned by his father). But even that is half-baked; almost all problems are solved by simple exposure to Timothy's irrepressible sunny nature, not by anyone actually doing anything. Timothy himself, despite the sweetness of young actor CJ Adams, never becomes a genuine character and not a plot device. Still, the actors are charming, the movie's visual gloss is very pretty, and"", 'The Odd Life of Timothy Green', ""somehow maintains just enough awareness of life's difficulties to keep from being unbearably cloying."", '--Bret Fetzer']",a heartfelt story of a couple who wish for the best in their child i highly recommend these lessons learned for not only parents but also children of all ages
Lost: Season 4 - The Expanded Experience,"I watched Lost for many years but as the series got older I got busier and did not watch it as much.  One of the local TV stations started running some of their reruns.  I got interested again.  I really enjoyed Season Four.  As a matter of fact, I ended up purchasing the entire 6 seasons.",4.7,2634.0,"{'thumb': 'https://m.media-amazon.com/images/I/61vBJVMWSKL._SX38_SY50_CR,0,0,38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/61vBJVMWSKL.jpg', 'variant': 'MAIN', 'hi_res': None}","['Product Description', 'Immerse yourself in the boldest show on television with every mysterious twist and turn of LOST\'s addictive Fourth Season. Exploding with excitement and never-before-seen extras, LOST reaches new heights on DVD and Blu-ray(TM). More than three months after their fateful crash, the survivors of Oceanic Flight 815 will discover that the only thing more dangerous than the island might be the people who have come to rescue them. Dive deep into this captivating box set, complete with original flashbacks, mind-bending flash-forwards and an astonishing world of exclusive bonus features. Experience one of the most groundbreaking shows in television history and ""let LOST remind you of how spectacular scripted network programming can be,"" says USA Today.', 'Amazon.com', 'Season four of', 'Lost', ""was a fine return to form for the series, which polarized its audience the year before with its focus on The Others and not enough on our original crash victims. That season's finale introduced a new storytelling device--the flash-forward--that's employed to great effect this time around; by showing who actually got off the island (known as the Oceanic Six), the viewer is able to put to bed some longstanding loose ends. As the finale attests, we see that in the future Jack (Matthew Fox) is broken, bearded, and not sober, while Kate (Evangeline Lilly) is estranged from Jack and with another guy (the identity may surprise you). Four others do make it back to their homes, but as the flash-forwards show, it's definitely not the end of their connection to the island. Back in present day, however, the islanders are visited by the denizens of a so-called rescue ship, who have agendas of their own. While Jack works with the newcomers to try to get off the island, Locke (Terry O'Quinn), with a few followers of his own, forms an uneasy alliance with Ben (Michael Emerson) against the suspicious gang. Some episodes featuring the new characters feel like filler, but the evolution of such characters as Sun and Jin (Yunjin Kim and Daniel Dae Kim) is this season's strength; plus, the love story of Desmond (Henry Ian Cusick) and Penny (Sonya Walger) provides some of the show's emotional highlights. As is the custom with"", 'Lost', ', bullets fly and characters die (while others may or may not have). Moreover, the fate of Michael (Harold Perrineau), last seen traitorously sailing off to civilization in season two, as well as the flash-forwards of the Oceanic Six, shows you never quite', 'leave', ""the island once you've left. There's a force that pulls them in, and it's a hook that keeps you watching."", 'Season four was a shorter 13 episodes instead of the usual 22 due to the 2008 writers\' strike; nonetheless, the set comes with two discs of extras. One of the best features is ""LOST in 8:15,"" which is a rapid-fire summation of the series thus far in eight minutes, 15 seconds. Narrated by a hilariously droll female, it includes lines such as ""Jack meets Kate. Kate stitches up Jack. They bond."" and ""They see Jack play football with Mr. Friendly. Mr. Friendly throws like a girl."" The featurette ""The Right to Bear Arms"" takes a fun look at the prop masters responsible for supplying the castaways with guns--and keeping track of who has one and who doesn\'t (best here is Sawyer\'s (Josh Holloway) assertion that characters often cock their guns just to look cool). Cast members Lilly, Garcia, Yunjin Kim, and Daniel Dae Kim provide a few of the commentaries, and the set even comes with an amusing safety guide for Oceanic Airlines. (Example: ""if you notice black smoke emanating from the plane, please alert the captain. It is either a problem with the engines or a mysterious creature."") Finally, for those who bought the standard-def DVD, take a closer look at the front cover after you\'ve removed the O-sleeve; you\'ll notice the entire cast has been blacked out save for a few: the Oceanic Six. --', 'Ellen A. Kim', 'Stills from', 'Lost : The Complete Fourth Season', '(Click for larger image)']",i watched lost for many years but as the series got older i got busier and did not watch it as much one of the local tv stations started running some of their reruns i got interested again i really enjoyed season four as a matter of fact i ended up purchasing the entire 6 seasons
Hero,"First, while I can't explain it, this movie is like a piece of mainland China propaganda directed at Taiwan.  If they hadn't lost me before the ending of the movie (And they definitely did), they would have lost me with how they concluded it.  It tried too hard to be artistic over everything else and suffers for it.  Perhaps 2 stars is 1 too many.",4.7,3025.0,"{'thumb': 'https://m.media-amazon.com/images/I/51R8DBbLZFL._SX38_SY50_CR,0,0,38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/51R8DBbLZFL.jpg', 'variant': 'MAIN', 'hi_res': None}","[""Master filmmaker Quentin Tarantino presents HERO -- starring martial arts legend Jet Li in a visually stunning martial arts epic where a fearless warrior rises up to defy an empire and unite a nation! With supernatural skill ... and no fear ... a nameless soldier (Jet Li) embarks on a mission of revenge against the fearsome army that massacred his people. Now, to achieve the justice he seeks, he must take on the empire's most ruthless assassins and reach the enemy he has sworn to defeat! Acclaimed by critics and honored with numerous awards, HERO was nominated for both an Oscar® (2002 Best Foreign Language Film)and Golden Globe!""]",first while i cant explain it this movie is like a piece of mainland china propaganda directed at taiwan if they hadnt lost me before the ending of the movie and they definitely did they would have lost me with how they concluded it it tried too hard to be artistic over everything else and suffers for it perhaps 2 stars is 1 too many
